octave-benchmark                            9,883 +- 0,132 seconds time elapsed  ( +-  1,33% )
build-llvm                           851,79 +- 1,32 seconds time elapsed  ( +-  0,16% )
build2                          195,734 +- 0,662 seconds time elapsed  ( +-  0,34% )
build-gdb                          128,015 +- 0,386 seconds time elapsed  ( +-  0,30% )
encode-flac                           20,266 +- 0,194 seconds time elapsed  ( +-  0,96% )
openarenaG_800x600                          106
openarenaG_1024x768                         146
openarenaG_1920x1080                          305
openarenaG_2560x1440                          84
urbanterrorG_800x600                           35
urbanterrorG_1024x768                          42
urbanterrorG_1920x1080                          70
urbanterrorG_2560x1440                          30
unigine-valley_800x600                          232
unigine-valley_1024x768                          243
unigine-valley_1920x1080                          419
unigine-valley_2560x1440                          659
unigine-heaven_800x600                          312
unigine-heaven_1024x768                         315
unigine-heaven_1920x1080                          439
unigine-heaven_2560x1440                          721
glmark2_800x600                         332
glmark2_1024x768                        332
glmark2_1920x1080                         332
glmark2_2560x1440                         332
qgears_-image                          144
qgears_-render                         140
qgears_TEXT                          90
qgears_GEARSFANCY                         139
qgears_COMPO                          10
jxrend                          20
nexuiz_800x600                           24
nexuiz_1024x768                          30
nexuiz_1920x1080                          52
nexuiz_2560x1440                         52
xonotic_800x600                          886
xonotic_1024x768                          885
xonotic_1920x1080                          885
xonotic_2560x1440                          885
paraview_manyspheres                           358
paraview_waveletcontour                           789
paraview_waveletvolume                           52
indigobench_supercar                           61
indigobench_bedroom                           62
j2dbench_all                          361
j2dbench_images                         105
j2dbench_graphics                          244
j2dbench_text                          14
